名前,月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
居村杏奈,02,岡山シーガルズ,12,2,1,0,0,0.0,0.0,1,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
山口かなめ,01,NECレッドロケッツ,5,18,6,4,0,66.7,66.7,0,0,0,2,56,0,5,19,0,0,0,,0.2,0.1,6.2,
山口かなめ,02,NECレッドロケッツ,5,15,4,4,0,100.0,100.0,1,1,0,2,44,2,3,15,0,0,0,100.0,0.3,0.1,11.4,
山口かなめ,11,NECレッドロケッツ,5,19,22,10,1,45.5,40.9,1,0,1,4,62,2,7,15,0,0,0,0.0,0.5,0.2,6.5,
山口かなめ,12,NECレッドロケッツ,5,9,2,0,0,0.0,0.0,0,0,0,1,31,3,4,7,0,0,0,,0.0,0.1,12.1,
山口舞,01,岡山シーガルズ,2,25,169,76,5,45.0,42.0,1,0,0,12,57,1,6,7,1,0,0,0.0,3.0,0.5,2.2,0.0
山口舞,02,岡山シーガルズ,2,24,141,73,4,51.8,48.9,0,0,0,9,66,0,3,11,1,1,0,,3.0,0.4,3.0,100.0
山口舞,11,岡山シーガルズ,2,16,69,25,2,36.2,33.3,0,0,0,3,52,1,2,8,5,3,0,,1.6,0.2,4.8,60.0
山口舞,12,岡山シーガルズ,2,4,33,11,1,33.3,30.3,0,0,0,2,8,0,0,2,0,0,0,,2.8,0.5,6.2,
山岸あかね,01,埼玉上尾メディックス,7,25,0,0,0,,,0,0,0,0,1,0,0,0,118,79,0,,0.0,0.0,0.0,66.9
山岸あかね,02,埼玉上尾メディックス,7,25,0,0,0,,,0,0,0,0,0,0,0,0,98,62,0,,0.0,0.0,,63.3
山岸あかね,11,埼玉上尾メディックス,7,3,0,0,0,,,0,0,0,0,2,0,0,1,1,0,0,,0.0,0.0,12.5,0.0
山岸あかね,12,埼玉上尾メディックス,7,8,0,0,0,,,0,0,0,0,16,0,0,7,13,10,0,,0.0,0.0,10.9,76.9
山田侑樹,11,トヨタ車体クインシーズ,9,4,0,0,0,,,0,0,0,0,4,0,1,1,8,4,0,,0.0,0.0,0.0,50.0
山田侑樹,12,トヨタ車体クインシーズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山田真里,01,トヨタ車体クインシーズ,12,23,154,40,5,26.0,22.7,3,0,0,7,71,3,6,24,130,73,0,0.0,1.7,0.3,10.6,56.2
山田真里,02,トヨタ車体クインシーズ,12,21,152,35,9,23.0,17.1,2,0,0,11,58,0,6,17,178,121,0,0.0,1.7,0.5,4.7,68.0
山田真里,11,トヨタ車体クインシーズ,12,17,121,40,9,33.1,25.6,4,2,0,3,52,1,5,16,88,52,0,50.0,2.4,0.2,7.2,59.1
山田真里,12,トヨタ車体クインシーズ,12,6,45,9,5,20.0,8.9,2,0,1,1,13,0,1,3,46,24,0,0.0,1.5,0.2,3.8,52.2
山田美花,01,デンソーエアリービーズ,13,25,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
山田美花,02,デンソーエアリービーズ,13,3,0,0,0,,,0,0,0,0,4,0,0,2,0,0,0,,0.0,0.0,12.5,
山田美花,11,デンソーエアリービーズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山田美花,12,デンソーエアリービーズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岡本祥佳,01,埼玉上尾メディックス,10,2,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
岡本祥佳,02,埼玉上尾メディックス,10,5,2,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
岡本祥佳,11,埼玉上尾メディックス,10,3,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
岩坂名奈,01,久光製薬スプリングス,4,28,101,58,3,57.4,54.5,1,0,0,16,103,3,5,35,23,17,0,0.0,2.1,0.6,10.2,73.9
岩坂名奈,02,久光製薬スプリングス,4,26,116,46,9,39.7,31.9,1,0,0,20,96,1,1,30,15,9,0,0.0,1.8,0.8,8.6,60.0
岩坂名奈,11,久光製薬スプリングス,4,21,74,37,2,50.0,47.3,1,0,0,9,70,0,6,22,12,7,0,0.0,1.8,0.4,5.7,58.3
岩坂名奈,12,久光製薬スプリングス,4,8,26,16,0,61.5,61.5,0,0,0,2,24,1,3,12,5,5,0,,2.0,0.2,13.5,100.0
岩崎紗也加,01,NECレッドロケッツ,10,24,0,0,0,,,0,0,0,0,0,0,0,0,175,117,0,,0.0,0.0,,66.9
岩崎紗也加,02,NECレッドロケッツ,10,25,0,0,0,,,0,0,0,0,0,0,0,0,117,85,0,,0.0,0.0,,72.6
岩崎紗也加,11,NECレッドロケッツ,10,20,0,0,0,,,0,0,0,0,0,0,0,0,105,72,0,,0.0,0.0,,68.6
岩崎紗也加,12,NECレッドロケッツ,10,10,0,0,0,,,0,0,0,0,0,0,0,0,58,41,0,,0.0,0.0,,70.7
峯村沙紀,01,東レアローズ,6,10,0,0,0,,,0,0,0,0,11,0,3,2,2,0,0,,0.0,0.0,-2.3,0.0
峯村沙紀,02,東レアローズ,6,13,10,4,0,40.0,40.0,0,0,0,2,18,1,1,6,16,6,0,,0.3,0.2,12.5,37.5
峯村沙紀,11,東レアローズ,6,11,21,8,4,38.1,19.0,0,0,0,0,18,1,1,5,32,19,0,,0.7,0.0,11.1,59.4
峯村沙紀,12,東レアローズ,6,4,5,3,0,60.0,60.0,0,0,0,0,5,0,0,3,9,7,0,,0.8,0.0,15.0,77.8
島村春世,01,NECレッドロケッツ,8,24,199,80,10,40.2,35.2,14,6,1,6,76,2,9,25,9,6,0,42.9,3.3,0.2,7.9,66.7
島村春世,02,NECレッドロケッツ,8,25,173,62,4,35.8,33.5,1,0,1,10,91,6,11,25,18,11,0,0.0,2.5,0.4,10.4,61.1
島村春世,11,NECレッドロケッツ,8,20,155,57,6,36.8,32.9,31,11,2,10,69,5,5,21,1,1,0,35.5,2.8,0.5,13.0,100.0
島村春世,12,NECレッドロケッツ,8,10,74,31,2,41.9,39.2,11,1,0,7,30,2,3,10,6,4,0,9.1,3.1,0.7,12.5,66.7
川島亜依美,01,岡山シーガルズ,28,18,51,16,1,31.4,29.4,0,0,0,5,43,1,2,19,2,1,0,,0.9,0.3,12.2,50.0
川島亜依美,02,岡山シーガルズ,28,24,108,44,2,40.7,38.9,0,0,0,8,81,2,6,30,3,2,0,,1.8,0.3,9.9,66.7
川島亜依美,11,岡山シーガルズ,28,17,65,27,2,41.5,38.5,0,0,0,11,43,2,4,14,0,0,0,,1.6,0.6,10.5,
川島亜依美,12,岡山シーガルズ,28,4,13,4,0,30.8,30.8,0,0,0,1,12,0,1,6,0,0,0,,1.0,0.2,10.4,
川島里華,01,トヨタ車体クインシーズ,8,13,95,27,5,28.4,23.2,0,0,0,2,27,1,3,5,48,19,0,,2.1,0.2,5.6,39.6
川島里華,02,トヨタ車体クインシーズ,8,14,114,33,4,28.9,25.4,0,0,0,3,32,1,5,9,28,16,0,,2.4,0.2,6.2,57.1
川島里華,11,トヨタ車体クインシーズ,8,13,112,35,7,31.2,25.0,1,1,0,1,39,1,2,10,29,14,0,100.0,2.7,0.1,7.7,48.3
川島里華,12,トヨタ車体クインシーズ,8,5,49,17,1,34.7,32.7,1,0,0,0,17,0,2,5,24,12,0,0.0,3.4,0.0,4.4,50.0
川村小捺,01,日立リヴァーレ,15,11,8,4,1,50.0,37.5,0,0,0,0,1,0,0,0,0,0,0,,0.4,0.0,0.0,
川村小捺,02,日立リヴァーレ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
川村小捺,11,日立リヴァーレ,15,10,9,4,0,44.4,44.4,0,0,0,0,0,0,0,0,0,0,0,,0.4,0.0,,
川村小捺,12,日立リヴァーレ,15,7,5,2,1,40.0,20.0,0,0,0,0,0,0,0,0,0,0,0,,0.3,0.0,,
川畑夏希,01,岡山シーガルズ,24,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,,0.0,0.0,,0.0
川畑夏希,11,岡山シーガルズ,24,14,0,0,0,,,0,0,0,0,22,1,1,10,17,10,0,,0.0,0.0,14.8,58.8
川畑夏希,12,岡山シーガルズ,24,2,0,0,0,,,0,0,0,0,2,0,1,0,3,1,0,,0.0,0.0,-12.5,33.3
川畑愛希,01,岡山シーガルズ,8,24,300,83,12,27.7,23.7,2,1,0,10,88,4,1,28,122,66,0,50.0,3.5,0.4,12.2,54.1
川畑愛希,02,岡山シーガルズ,8,25,279,83,10,29.7,26.2,1,0,0,2,86,1,0,31,88,60,0,0.0,3.3,0.1,10.2,68.2
川畑愛希,11,岡山シーガルズ,8,18,239,93,8,38.9,35.6,2,0,0,2,63,3,0,16,59,37,0,0.0,5.2,0.1,11.1,62.7
川畑愛希,12,岡山シーガルズ,8,6,59,23,3,39.0,33.9,0,0,0,3,24,1,0,10,30,22,0,,3.8,0.5,14.6,73.3
平松美有紀,01,トヨタ車体クインシーズ,5,28,162,56,11,34.6,27.8,0,0,0,14,66,0,6,19,7,3,0,,2.0,0.5,4.9,42.9
平松美有紀,02,トヨタ車体クインシーズ,5,23,121,39,5,32.2,28.1,0,0,0,5,54,0,5,13,3,2,0,,1.7,0.2,3.7,66.7
平松美有紀,11,トヨタ車体クインシーズ,5,18,108,42,5,38.9,34.3,0,0,0,2,44,1,6,8,2,1,0,,2.3,0.1,3.4,50.0
平松美有紀,12,トヨタ車体クインシーズ,5,8,51,20,1,39.2,37.3,1,0,0,4,21,0,1,10,0,0,0,0.0,2.5,0.5,10.7,
庄司夕起,01,トヨタ車体クインシーズ,13,20,72,17,3,23.6,19.4,0,0,0,5,56,0,4,18,5,4,0,,0.8,0.2,6.2,80.0
庄司夕起,02,トヨタ車体クインシーズ,13,5,26,9,1,34.6,30.8,0,0,0,2,13,0,0,7,1,1,0,,1.8,0.4,13.5,100.0
庄司夕起,11,トヨタ車体クインシーズ,13,13,54,19,2,35.2,31.5,0,0,0,3,57,3,3,20,4,2,0,,1.5,0.2,12.7,50.0
庄司夕起,12,トヨタ車体クインシーズ,13,6,21,4,0,19.0,19.0,0,0,0,1,16,1,0,3,2,2,0,,0.7,0.2,10.9,100.0
座安琴希,01,久光製薬スプリングス,10,28,0,0,0,,,0,0,0,0,0,0,0,0,92,68,0,,0.0,0.0,,73.9
座安琴希,02,久光製薬スプリングス,10,22,0,0,0,,,0,0,0,0,0,0,0,0,85,67,0,,0.0,0.0,,78.8
座安琴希,11,久光製薬スプリングス,10,21,0,0,0,,,0,0,0,0,0,0,0,0,86,61,0,,0.0,0.0,,70.9
座安琴希,12,久光製薬スプリングス,10,8,0,0,0,,,0,0,0,0,0,0,0,0,27,19,0,,0.0,0.0,,70.4
引地舞,11,日立リヴァーレ,6,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
志智真梨奈,01,トヨタ車体クインシーズ,19,20,15,4,1,26.7,20.0,3,2,0,0,30,0,2,8,8,4,0,66.7,0.2,0.0,5.0,50.0
志智真梨奈,02,トヨタ車体クインシーズ,19,11,26,6,0,23.1,23.1,0,0,0,0,14,0,0,3,34,22,0,,0.5,0.0,5.4,64.7
志智真梨奈,11,トヨタ車体クインシーズ,19,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
志智真梨奈,12,トヨタ車体クインシーズ,19,1,0,0,0,,,0,0,0,0,3,0,0,2,0,0,0,,0.0,0.0,16.7,
戸江真奈,01,久光製薬スプリングス,18,9,0,0,0,,,0,0,0,0,12,0,0,4,1,0,0,,0.0,0.0,8.3,0.0
戸江真奈,02,久光製薬スプリングス,18,15,0,0,0,,,0,0,0,0,27,0,0,7,10,5,0,,0.0,0.0,6.5,50.0
戸江真奈,11,久光製薬スプリングス,18,8,0,0,0,,,0,0,0,0,7,0,1,1,6,3,0,,0.0,0.0,0.0,50.0
戸江真奈,12,久光製薬スプリングス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
斎田杏,01,日立リヴァーレ,17,8,0,0,0,,,0,0,0,0,0,0,0,0,47,30,0,,0.0,0.0,,63.8
斎田杏,02,日立リヴァーレ,17,2,0,0,0,,,0,0,0,0,0,0,0,0,4,3,0,,0.0,0.0,,75.0
斎田杏,11,日立リヴァーレ,17,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,,0.0,0.0,,0.0
斎田杏,12,日立リヴァーレ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
新鍋理沙,01,久光製薬スプリングス,3,28,270,85,13,31.5,26.7,18,7,2,12,108,1,14,27,158,120,0,38.9,3.0,0.4,3.9,75.9
新鍋理沙,02,久光製薬スプリングス,3,24,264,69,19,26.1,18.9,8,0,1,4,106,4,13,22,136,104,0,0.0,2.9,0.2,5.9,76.5
新鍋理沙,11,久光製薬スプリングス,3,21,190,66,14,34.7,27.4,18,3,0,5,88,1,12,28,112,78,0,16.7,3.1,0.2,5.7,69.6
新鍋理沙,12,久光製薬スプリングス,3,8,69,26,4,37.7,31.9,0,0,0,2,36,2,2,13,49,38,0,,3.2,0.2,13.2,77.6
日隈佑,01,トヨタ車体クインシーズ,7,6,1,0,0,0.0,0.0,0,0,0,0,8,0,0,1,0,0,0,,0.0,0.0,3.1,
日隈佑,02,トヨタ車体クインシーズ,7,3,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
日隈佑,11,トヨタ車体クインシーズ,7,6,0,0,0,,,0,0,0,0,10,0,0,1,0,0,0,,0.0,0.0,2.5,
日隈佑,12,トヨタ車体クインシーズ,7,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
木村沙織,01,東レアローズ,3,26,290,102,14,35.2,30.3,20,5,2,16,115,3,11,44,175,129,0,25.0,3.9,0.6,9.8,73.7
木村沙織,02,東レアローズ,3,27,281,102,18,36.3,29.9,20,5,2,6,110,4,11,30,180,123,0,25.0,3.8,0.2,8.0,68.3
木村沙織,11,東レアローズ,3,20,205,61,16,29.8,22.0,12,1,2,7,76,3,6,29,160,108,0,8.3,3.0,0.4,11.5,67.5
木村沙織,12,東レアローズ,3,9,103,30,5,29.1,24.3,3,0,0,2,30,0,2,9,67,49,0,0.0,3.3,0.2,5.8,73.1
木村美里,01,東レアローズ,8,4,0,0,0,,,0,0,0,0,0,0,0,0,7,1,0,,0.0,0.0,,14.3
木村美里,02,東レアローズ,8,2,0,0,0,,,0,0,0,0,0,0,0,0,4,2,0,,0.0,0.0,,50.0
木村美里,11,東レアローズ,8,5,0,0,0,,,0,0,0,0,0,0,0,0,24,17,0,,0.0,0.0,,70.8
木村美里,12,東レアローズ,8,9,0,0,0,,,0,0,0,0,0,0,0,0,37,30,0,,0.0,0.0,,81.1
杉原若葉,01,東レアローズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
杉原若葉,02,東レアローズ,16,4,12,5,0,41.7,41.7,0,0,0,0,5,0,1,1,0,0,0,,1.2,0.0,0.0,
杉原若葉,11,東レアローズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
杉原若葉,12,東レアローズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
村田しおり,01,久光製薬スプリングス,13,12,45,17,2,37.8,33.3,1,0,0,3,40,1,3,18,36,27,0,0.0,1.4,0.2,11.9,75.0
村田しおり,02,久光製薬スプリングス,13,6,23,4,1,17.4,13.0,0,0,0,1,16,0,1,5,19,15,0,,0.7,0.2,6.2,78.9
村田しおり,11,久光製薬スプリングス,13,2,0,0,0,,,0,0,0,0,1,0,0,0,2,1,0,,0.0,0.0,0.0,50.0
村田しおり,12,久光製薬スプリングス,13,5,0,0,0,,,0,0,0,0,8,0,1,2,0,0,0,,0.0,0.0,3.1,
東万純,01,岡山シーガルズ,23,14,0,0,0,,,0,0,0,0,0,0,0,0,6,3,0,,0.0,0.0,,50.0
東万純,02,岡山シーガルズ,23,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
東原枝里,01,日立リヴァーレ,16,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
東原枝里,02,日立リヴァーレ,16,1,3,1,0,33.3,33.3,0,0,0,0,1,0,1,0,0,0,0,,1.0,0.0,-25.0,
東原枝里,11,日立リヴァーレ,16,3,8,6,0,75.0,75.0,0,0,0,0,13,1,4,5,0,0,0,,2.0,0.0,9.6,
東原枝里,12,日立リヴァーレ,16,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
東谷幸子,01,埼玉上尾メディックス,2,7,4,0,0,0.0,0.0,0,0,0,0,5,0,0,0,1,1,0,,0.0,0.0,0.0,100.0
東谷幸子,02,埼玉上尾メディックス,2,4,7,4,0,57.1,57.1,0,0,0,0,4,0,1,2,4,2,0,,1.0,0.0,6.2,50.0
東谷幸子,11,埼玉上尾メディックス,2,3,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
東谷幸子,12,埼玉上尾メディックス,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
松崎美歌,01,NECレッドロケッツ,14,3,5,1,1,20.0,0.0,0,0,0,0,0,0,0,0,2,2,0,,0.3,0.0,,100.0
松崎美歌,02,NECレッドロケッツ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
松崎美歌,11,NECレッドロケッツ,14,1,2,2,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,,2.0,0.0,,
松崎美歌,12,NECレッドロケッツ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
柳田光綺,01,NECレッドロケッツ,19,21,103,48,4,46.6,42.7,10,4,2,3,29,1,4,7,13,7,0,40.0,2.3,0.1,6.0,53.8
柳田光綺,02,NECレッドロケッツ,19,20,119,41,9,34.5,26.9,13,7,1,4,38,2,4,15,14,7,0,53.8,2.0,0.2,12.5,50.0
柳田光綺,11,NECレッドロケッツ,19,2,4,0,1,0.0,-25.0,4,0,1,0,2,0,0,1,0,0,0,0.0,0.0,0.0,12.5,
柳田光綺,12,NECレッドロケッツ,19,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
栄絵里香,01,デンソーエアリービーズ,4,17,0,0,0,,,0,0,0,0,21,0,0,5,1,0,0,,0.0,0.0,6.0,0.0
栄絵里香,02,デンソーエアリービーズ,4,17,1,1,0,100.0,100.0,0,0,0,0,21,0,2,4,0,0,0,,0.1,0.0,2.4,
栄絵里香,11,デンソーエアリービーズ,4,7,0,0,0,,,0,0,0,0,6,0,0,3,0,0,0,,0.0,0.0,12.5,
栄絵里香,12,デンソーエアリービーズ,4,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
栗原恵,01,日立リヴァーレ,11,22,214,65,14,30.4,23.8,19,3,2,7,67,2,4,22,67,38,0,15.8,3.0,0.3,9.7,56.7
栗原恵,02,日立リヴァーレ,11,17,182,56,10,30.8,25.3,22,7,2,7,70,2,3,17,27,14,0,31.8,3.3,0.4,7.9,51.9
栗原恵,11,日立リヴァーレ,11,19,174,48,10,27.6,21.8,27,3,1,3,70,2,6,19,37,25,0,11.1,2.5,0.2,7.5,67.6
栗原恵,12,日立リヴァーレ,11,9,64,16,5,25.0,17.2,8,2,1,1,30,1,1,12,14,9,0,25.0,1.8,0.1,12.5,64.3
森田結香,01,岡山シーガルズ,27,3,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
森田結香,02,岡山シーガルズ,27,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
森谷史佳,01,久光製薬スプリングス,14,27,110,42,2,38.2,36.4,2,0,0,12,87,4,5,35,19,15,0,0.0,1.6,0.4,13.2,78.9
森谷史佳,02,久光製薬スプリングス,14,17,71,27,3,38.0,33.8,0,0,0,5,39,1,6,14,16,10,0,,1.6,0.3,7.7,62.5
森谷史佳,11,久光製薬スプリングス,14,5,1,1,0,100.0,100.0,0,0,0,0,4,0,0,3,0,0,0,,0.2,0.0,18.8,
森谷史佳,12,久光製薬スプリングス,14,2,0,0,0,,,0,0,0,0,2,0,0,2,0,0,0,,0.0,0.0,25.0,
橋本涼加,01,デンソーエアリービーズ,14,2,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
橋本涼加,02,デンソーエアリービーズ,14,7,13,2,1,15.4,7.7,0,0,0,3,10,0,0,3,0,0,0,,0.3,0.4,7.5,
橋本涼加,11,デンソーエアリービーズ,14,11,24,8,1,33.3,29.2,0,0,0,4,10,0,1,4,1,0,0,,0.7,0.4,7.5,0.0
橋本涼加,12,デンソーエアリービーズ,14,1,3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
比金桃子,01,トヨタ車体クインシーズ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
比金桃子,02,トヨタ車体クインシーズ,18,2,1,1,0,100.0,100.0,0,0,0,0,3,0,0,1,0,0,0,,0.5,0.0,8.3,
水田祐未,01,久光製薬スプリングス,5,2,13,4,0,30.8,30.8,0,0,0,0,3,0,1,2,0,0,0,,2.0,0.0,8.3,
水田祐未,02,久光製薬スプリングス,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
水田祐未,11,久光製薬スプリングス,5,21,94,40,6,42.6,36.2,0,0,0,11,57,0,2,17,10,4,0,,1.9,0.5,6.6,40.0
水田祐未,12,久光製薬スプリングス,5,8,34,13,0,38.2,38.2,0,0,0,1,25,0,0,10,3,3,0,,1.6,0.1,10.0,100.0
泉夏子,02,岡山シーガルズ,55,13,15,6,0,40.0,40.0,0,0,0,0,17,1,5,2,15,6,0,,0.5,0.0,1.5,40.0
泉岡未来,01,デンソーエアリービーズ,1,2,5,1,0,20.0,20.0,0,0,0,0,2,0,1,1,0,0,0,,0.5,0.0,0.0,
泉岡未来,02,デンソーエアリービーズ,1,4,4,1,0,25.0,25.0,0,0,0,0,2,0,0,0,0,0,0,,0.2,0.0,0.0,
泉岡未来,11,デンソーエアリービーズ,1,9,66,20,7,30.3,19.7,4,1,2,1,36,1,5,14,0,0,0,25.0,2.2,0.1,9.0,
泉岡未来,12,デンソーエアリービーズ,1,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
浅津ゆうこ,01,岡山シーガルズ,6,26,188,57,4,30.3,28.2,12,3,0,3,69,1,0,19,79,44,0,25.0,2.2,0.1,8.3,55.7
浅津ゆうこ,02,岡山シーガルズ,6,25,217,86,15,39.6,32.7,19,6,2,4,73,1,1,19,103,53,0,31.6,3.4,0.2,7.5,51.5
浅津ゆうこ,11,岡山シーガルズ,6,18,159,64,4,40.3,37.7,6,1,2,5,53,2,2,13,68,35,0,16.7,3.6,0.3,9.0,51.5
浅津ゆうこ,12,岡山シーガルズ,6,6,56,19,2,33.9,30.4,9,1,1,2,26,0,1,6,23,13,0,11.1,3.2,0.3,4.8,56.5
渡邊久惠,01,日立リヴァーレ,9,4,9,1,0,11.1,11.1,1,0,0,0,4,0,1,1,0,0,0,0.0,0.2,0.0,0.0,
渡邊久惠,02,日立リヴァーレ,9,7,49,12,1,24.5,22.4,8,1,0,0,23,1,2,8,38,20,0,12.5,1.7,0.0,10.9,52.6
熊本比奈,02,トヨタ車体クインシーズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
熊本比奈,12,トヨタ車体クインシーズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
熊谷桜子,01,岡山シーガルズ,15,6,1,1,0,100.0,100.0,0,0,0,0,13,0,1,6,0,0,0,,0.2,0.0,9.6,
熊谷桜子,02,岡山シーガルズ,15,6,1,0,0,0.0,0.0,0,0,0,0,5,0,1,2,0,0,0,,0.0,0.0,5.0,
熊谷桜子,11,岡山シーガルズ,15,8,0,0,0,,,0,0,0,0,8,1,0,1,1,1,0,,0.0,0.0,15.6,100.0
熊谷桜子,12,岡山シーガルズ,15,3,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
狩野舞子,01,久光製薬スプリングス,11,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
狩野舞子,02,久光製薬スプリングス,11,1,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,,0.0,0.0,12.5,
田代佳奈美,01,東レアローズ,7,24,8,3,0,37.5,37.5,1,0,0,2,78,1,7,31,1,0,0,0.0,0.1,0.1,9.0,0.0
田代佳奈美,02,東レアローズ,7,24,6,4,0,66.7,66.7,0,0,0,2,12,1,1,3,1,1,0,,0.2,0.1,12.5,100.0
田代佳奈美,11,東レアローズ,7,19,5,2,0,40.0,40.0,0,0,0,5,30,1,1,11,0,0,0,,0.1,0.3,11.7,
田代佳奈美,12,東レアローズ,7,8,1,1,0,100.0,100.0,0,0,0,0,19,0,3,7,0,0,0,,0.1,0.0,5.3,
白垣里紗,01,NECレッドロケッツ,9,24,207,63,11,30.4,25.1,26,7,4,6,74,2,3,25,117,65,0,26.9,2.6,0.2,10.1,55.6
白垣里紗,02,NECレッドロケッツ,9,25,280,101,8,36.1,33.2,43,17,1,10,87,3,5,28,101,42,0,39.5,4.0,0.4,10.1,41.6
白垣里紗,11,NECレッドロケッツ,9,20,174,61,8,35.1,30.5,17,3,2,9,43,0,5,20,105,67,0,17.6,3.0,0.4,8.7,63.8
白垣里紗,12,NECレッドロケッツ,9,10,88,38,4,43.2,38.6,8,5,1,1,29,0,6,9,46,28,0,62.5,3.8,0.1,2.6,60.9
皆本明日香,01,埼玉上尾メディックス,16,3,4,0,0,0.0,0.0,0,0,0,0,4,1,1,0,3,3,0,,0.0,0.0,18.8,100.0
皆本明日香,02,埼玉上尾メディックス,16,7,40,8,1,20.0,17.5,0,0,0,1,24,1,0,8,26,11,0,,1.1,0.1,12.5,42.3
皆本明日香,12,埼玉上尾メディックス,16,6,38,8,4,21.1,10.5,2,0,0,3,12,0,2,3,24,15,0,0.0,1.3,0.5,2.1,62.5
真柴咲紀,01,デンソーエアリービーズ,7,25,0,0,0,,,0,0,0,0,40,0,4,13,23,17,0,,0.0,0.0,5.6,73.9
真柴咲紀,02,デンソーエアリービーズ,7,23,0,0,0,,,0,0,0,0,31,3,2,10,34,24,0,,0.0,0.0,16.1,70.6
真柴咲紀,11,デンソーエアリービーズ,7,12,0,0,0,,,0,0,0,0,16,0,1,8,14,9,0,,0.0,0.0,10.9,64.3
真柴咲紀,12,デンソーエアリービーズ,7,5,0,0,0,,,0,0,0,0,7,0,1,1,11,7,0,,0.0,0.0,0.0,63.6
石井優希,01,久光製薬スプリングス,6,22,213,78,12,36.6,31.0,23,5,2,7,75,3,7,22,174,111,0,21.7,3.5,0.3,9.0,63.8
石井優希,02,久光製薬スプリングス,6,26,255,90,12,35.3,30.6,19,4,1,12,85,1,4,22,209,138,0,21.1,3.5,0.5,6.5,66.0
石井優希,11,久光製薬スプリングス,6,21,210,76,8,36.2,32.4,25,8,2,12,73,3,6,24,155,90,0,32.0,3.6,0.6,10.3,58.1
