名前,年月,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
大宮里美,2015-01,デンソーエアリービーズ,9,10,17,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大宮里美,2015-02,デンソーエアリービーズ,9,6,3,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大竹里歩,2014-11,デンソーエアリービーズ,12,3,15,0,16,102,37,6,36.3,30.4,2,1,0,9,46,0,6,11,0,0,0,46,50.0,2.31,0.56,2.7,
大竹里歩,2014-12,デンソーエアリービーズ,12,4,4,1,8,39,20,1,51.3,48.7,0,0,0,4,22,1,2,5,3,1,0,25,,2.5,0.5,8.0,33.3
大竹里歩,2015-01,デンソーエアリービーズ,12,10,17,2,27,159,65,7,40.9,36.5,1,0,0,13,71,0,3,22,3,1,0,78,0.0,2.41,0.48,6.7,33.3
大竹里歩,2015-02,デンソーエアリービーズ,12,13,14,3,26,148,46,6,31.1,27.0,0,0,0,16,76,3,6,24,1,1,0,65,,1.77,0.62,9.9,100.0
大野果奈,2014-11,NECレッドロケッツ,12,12,8,3,19,84,29,7,34.5,26.2,18,6,6,5,57,1,4,18,2,2,0,35,33.3,1.53,0.26,7.9,100.0
大野果奈,2014-12,NECレッドロケッツ,12,6,4,2,8,37,15,2,40.5,35.1,7,0,0,2,21,1,2,5,0,0,0,18,0.0,1.88,0.25,8.3,
大野果歩,2014-11,東レアローズ,11,4,11,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大野果歩,2015-01,東レアローズ,11,3,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
宇賀神みずき,2015-01,岡山シーガルズ,5,4,7,1,6,0,0,0,,,0,0,0,0,7,0,1,1,0,0,0,0,,0.0,0.0,0.0,
宇賀神みずき,2015-02,岡山シーガルズ,5,6,2,2,3,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
宮下遥,2014-11,岡山シーガルズ,14,15,3,5,18,16,8,0,50.0,50.0,0,0,0,5,81,1,2,31,4,2,0,14,,0.44,0.28,10.2,50.0
宮下遥,2014-12,岡山シーガルズ,14,3,3,1,6,3,3,0,100.0,100.0,0,0,0,3,23,0,1,9,0,0,0,6,,0.5,0.5,8.7,
宮下遥,2015-01,岡山シーガルズ,14,10,17,2,27,11,4,1,36.4,27.3,1,0,0,5,79,0,3,22,1,0,0,9,0.0,0.15,0.19,6.0,0.0
宮下遥,2015-02,岡山シーガルズ,14,17,9,5,26,9,5,0,55.6,55.6,1,1,0,7,117,1,5,34,0,0,0,13,100.0,0.19,0.27,7.1,
家高七央子,2015-01,NECレッドロケッツ,17,14,10,4,11,28,12,2,42.9,35.7,0,0,0,1,8,0,2,4,3,2,0,13,,1.09,0.09,6.2,66.7
家高七央子,2015-02,NECレッドロケッツ,17,14,11,4,5,14,5,3,35.7,14.3,0,0,0,2,11,1,0,5,0,0,0,8,,1.0,0.4,20.5,
小山綾菜,2015-01,NECレッドロケッツ,16,6,7,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小平花織,2014-11,東レアローズ,5,6,14,1,20,0,0,0,,,0,0,0,0,0,0,0,0,100,65,0,0,,0.0,0.0,,65.0
小平花織,2014-12,東レアローズ,5,3,6,0,3,0,0,0,,,0,0,0,0,0,0,0,0,6,5,0,0,,0.0,0.0,,83.3
小平花織,2015-01,東レアローズ,5,18,8,5,26,0,0,0,,,0,0,0,0,0,0,0,0,124,95,0,0,,0.0,0.0,,76.6
小平花織,2015-02,東レアローズ,5,14,13,4,27,0,0,0,,,0,0,0,0,0,0,0,0,138,100,0,0,,0.0,0.0,,72.5
小笹奈津子,2014-11,埼玉上尾メディックス,17,1,3,0,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
小笹奈津子,2015-01,埼玉上尾メディックス,17,6,1,2,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
小笹奈津子,2015-02,埼玉上尾メディックス,17,4,4,1,1,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,1,1,0,1,,1.0,0.0,,100.0
居村杏奈,2015-02,岡山シーガルズ,12,3,0,1,2,1,0,0,0.0,0.0,1,0,0,0,2,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
山口かなめ,2014-11,NECレッドロケッツ,5,12,8,3,19,22,10,1,45.5,40.9,1,0,1,4,62,2,7,15,0,0,0,16,0.0,0.53,0.21,6.5,
山口かなめ,2014-12,NECレッドロケッツ,5,6,4,2,9,2,0,0,0.0,0.0,0,0,0,1,31,3,4,7,0,0,0,4,,0.0,0.11,12.1,
山口かなめ,2015-01,NECレッドロケッツ,5,14,10,4,18,6,4,0,66.7,66.7,0,0,0,2,56,0,5,19,0,0,0,6,,0.22,0.11,6.2,
山口かなめ,2015-02,NECレッドロケッツ,5,14,11,4,15,4,4,0,100.0,100.0,1,1,0,2,44,2,3,15,0,0,0,8,100.0,0.27,0.13,11.4,
山口舞,2014-11,岡山シーガルズ,2,15,3,5,16,69,25,2,36.2,33.3,0,0,0,3,52,1,2,8,5,3,0,29,,1.56,0.19,4.8,60.0
山口舞,2014-12,岡山シーガルズ,2,3,3,1,4,33,11,1,33.3,30.3,0,0,0,2,8,0,0,2,0,0,0,13,,2.75,0.5,6.2,
山口舞,2015-01,岡山シーガルズ,2,10,17,2,25,169,76,5,45.0,42.0,1,0,0,12,57,1,6,7,1,0,0,89,0.0,3.04,0.48,2.2,0.0
山口舞,2015-02,岡山シーガルズ,2,17,9,5,24,141,73,4,51.8,48.9,0,0,0,9,66,0,3,11,1,1,0,82,,3.04,0.38,3.0,100.0
山岸あかね,2014-11,埼玉上尾メディックス,7,9,9,2,3,0,0,0,,,0,0,0,0,2,0,0,1,1,0,0,0,,0.0,0.0,12.5,0.0
山岸あかね,2014-12,埼玉上尾メディックス,7,5,4,1,8,0,0,0,,,0,0,0,0,16,0,0,7,13,10,0,0,,0.0,0.0,10.9,76.9
山岸あかね,2015-01,埼玉上尾メディックス,7,14,14,4,25,0,0,0,,,0,0,0,0,1,0,0,0,118,79,0,0,,0.0,0.0,0.0,66.9
山岸あかね,2015-02,埼玉上尾メディックス,7,16,9,5,25,0,0,0,,,0,0,0,0,0,0,0,0,98,62,0,0,,0.0,0.0,,63.3
山田侑樹,2014-11,トヨタ車体クインシーズ,9,6,1,2,4,0,0,0,,,0,0,0,0,4,0,1,1,8,4,0,0,,0.0,0.0,0.0,50.0
山田侑樹,2014-12,トヨタ車体クインシーズ,9,0,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山田真里,2014-11,トヨタ車体クインシーズ,12,8,10,2,17,121,40,9,33.1,25.6,4,2,0,3,52,1,5,16,88,52,0,44,50.0,2.35,0.18,7.2,59.1
山田真里,2014-12,トヨタ車体クインシーズ,12,2,6,0,6,45,9,5,20.0,8.9,2,0,1,1,13,0,1,3,46,24,0,10,0.0,1.5,0.17,3.8,52.2
山田真里,2015-01,トヨタ車体クインシーズ,12,12,18,3,23,154,40,5,26.0,22.7,3,0,0,7,71,3,6,24,130,73,0,50,0.0,1.74,0.3,10.6,56.2
山田真里,2015-02,トヨタ車体クインシーズ,12,8,18,1,21,152,35,9,23.0,17.1,2,0,0,11,58,0,6,17,178,121,0,46,0.0,1.67,0.52,4.7,68.0
山田美花,2014-11,デンソーエアリービーズ,13,3,15,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山田美花,2014-12,デンソーエアリービーズ,13,4,4,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山田美花,2015-01,デンソーエアリービーズ,13,10,17,2,25,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
山田美花,2015-02,デンソーエアリービーズ,13,13,14,3,3,0,0,0,,,0,0,0,0,4,0,0,2,0,0,0,0,,0.0,0.0,12.5,
岡本祥佳,2014-11,埼玉上尾メディックス,10,7,6,2,3,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
岡本祥佳,2015-01,埼玉上尾メディックス,10,3,5,1,2,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
岡本祥佳,2015-02,埼玉上尾メディックス,10,4,7,1,5,2,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
岩坂名奈,2014-11,久光製薬スプリングス,4,15,6,5,21,74,37,2,50.0,47.3,1,0,0,9,70,0,6,22,12,7,0,46,0.0,1.76,0.43,5.7,58.3
岩坂名奈,2014-12,久光製薬スプリングス,4,5,3,1,8,26,16,0,61.5,61.5,0,0,0,2,24,1,3,12,5,5,0,19,,2.0,0.25,13.5,100.0
岩坂名奈,2015-01,久光製薬スプリングス,4,21,7,7,28,101,58,3,57.4,54.5,1,0,0,16,103,3,5,35,23,17,0,77,0.0,2.07,0.57,10.2,73.9
岩坂名奈,2015-02,久光製薬スプリングス,4,14,12,4,26,116,46,9,39.7,31.9,1,0,0,20,96,1,1,30,15,9,0,67,0.0,1.77,0.77,8.6,60.0
岩崎紗也加,2014-11,NECレッドロケッツ,10,12,8,3,20,0,0,0,,,0,0,0,0,0,0,0,0,105,72,0,0,,0.0,0.0,,68.6
岩崎紗也加,2014-12,NECレッドロケッツ,10,6,4,2,10,0,0,0,,,0,0,0,0,0,0,0,0,58,41,0,0,,0.0,0.0,,70.7
岩崎紗也加,2015-01,NECレッドロケッツ,10,14,10,4,24,0,0,0,,,0,0,0,0,0,0,0,0,175,117,0,0,,0.0,0.0,,66.9
岩崎紗也加,2015-02,NECレッドロケッツ,10,14,11,4,25,0,0,0,,,0,0,0,0,0,0,0,0,117,85,0,0,,0.0,0.0,,72.6
峯村沙紀,2014-11,東レアローズ,6,6,14,1,11,21,8,4,38.1,19.0,0,0,0,0,18,1,1,5,32,19,0,9,,0.73,0.0,11.1,59.4
峯村沙紀,2014-12,東レアローズ,6,3,6,0,4,5,3,0,60.0,60.0,0,0,0,0,5,0,0,3,9,7,0,3,,0.75,0.0,15.0,77.8
峯村沙紀,2015-01,東レアローズ,6,18,8,5,10,0,0,0,,,0,0,0,0,11,0,3,2,2,0,0,0,,0.0,0.0,-2.3,0.0
峯村沙紀,2015-02,東レアローズ,6,14,13,4,13,10,4,0,40.0,40.0,0,0,0,2,18,1,1,6,16,6,0,7,,0.31,0.15,12.5,37.5
島村春世,2014-11,NECレッドロケッツ,8,12,8,3,20,155,57,6,36.8,32.9,31,11,2,10,69,5,5,21,1,1,0,72,35.5,2.85,0.5,13.0,100.0
島村春世,2014-12,NECレッドロケッツ,8,6,4,2,10,74,31,2,41.9,39.2,11,1,0,7,30,2,3,10,6,4,0,40,9.1,3.1,0.7,12.5,66.7
島村春世,2015-01,NECレッドロケッツ,8,14,10,4,24,199,80,10,40.2,35.2,14,6,1,6,76,2,9,25,9,6,0,88,42.9,3.33,0.25,7.9,66.7
島村春世,2015-02,NECレッドロケッツ,8,14,11,4,25,173,62,4,35.8,33.5,1,0,1,10,91,6,11,25,18,11,0,78,0.0,2.48,0.4,10.4,61.1
川島亜依美,2014-11,岡山シーガルズ,28,15,3,5,17,65,27,2,41.5,38.5,0,0,0,11,43,2,4,14,0,0,0,40,,1.59,0.65,10.5,
川島亜依美,2014-12,岡山シーガルズ,28,3,3,1,4,13,4,0,30.8,30.8,0,0,0,1,12,0,1,6,0,0,0,5,,1.0,0.25,10.4,
川島亜依美,2015-01,岡山シーガルズ,28,10,17,2,18,51,16,1,31.4,29.4,0,0,0,5,43,1,2,19,2,1,0,22,,0.89,0.28,12.2,50.0
川島亜依美,2015-02,岡山シーガルズ,28,17,9,5,24,108,44,2,40.7,38.9,0,0,0,8,81,2,6,30,3,2,0,54,,1.83,0.33,9.9,66.7
川島里華,2014-11,トヨタ車体クインシーズ,8,8,10,2,13,112,35,7,31.2,25.0,1,1,0,1,39,1,2,10,29,14,0,37,100.0,2.69,0.08,7.7,48.3
川島里華,2014-12,トヨタ車体クインシーズ,8,2,6,0,5,49,17,1,34.7,32.7,1,0,0,0,17,0,2,5,24,12,0,17,0.0,3.4,0.0,4.4,50.0
川島里華,2015-01,トヨタ車体クインシーズ,8,12,18,3,13,95,27,5,28.4,23.2,0,0,0,2,27,1,3,5,48,19,0,30,,2.08,0.15,5.6,39.6
川島里華,2015-02,トヨタ車体クインシーズ,8,8,18,1,14,114,33,4,28.9,25.4,0,0,0,3,32,1,5,9,28,16,0,37,,2.36,0.21,6.2,57.1
川村小捺,2014-11,日立リヴァーレ,15,8,11,2,10,9,4,0,44.4,44.4,0,0,0,0,0,0,0,0,0,0,0,4,,0.4,0.0,,
川村小捺,2014-12,日立リヴァーレ,15,6,4,2,7,5,2,1,40.0,20.0,0,0,0,0,0,0,0,0,0,0,0,2,,0.29,0.0,,
川村小捺,2015-01,日立リヴァーレ,15,11,16,1,11,8,4,1,50.0,37.5,0,0,0,0,1,0,0,0,0,0,0,4,,0.36,0.0,0.0,
川村小捺,2015-02,日立リヴァーレ,15,3,7,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
川畑夏希,2014-11,岡山シーガルズ,24,15,3,5,14,0,0,0,,,0,0,0,0,22,1,1,10,17,10,0,1,,0.0,0.0,14.8,58.8
川畑夏希,2014-12,岡山シーガルズ,24,3,3,1,2,0,0,0,,,0,0,0,0,2,0,1,0,3,1,0,0,,0.0,0.0,-12.5,33.3
川畑夏希,2015-01,岡山シーガルズ,24,1,3,0,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
川畑愛希,2014-11,岡山シーガルズ,8,15,3,5,18,239,93,8,38.9,35.6,2,0,0,2,63,3,0,16,59,37,0,98,0.0,5.17,0.11,11.1,62.7
川畑愛希,2014-12,岡山シーガルズ,8,3,3,1,6,59,23,3,39.0,33.9,0,0,0,3,24,1,0,10,30,22,0,27,,3.83,0.5,14.6,73.3
川畑愛希,2015-01,岡山シーガルズ,8,10,17,2,24,300,83,12,27.7,23.7,2,1,0,10,88,4,1,28,122,66,0,97,50.0,3.46,0.42,12.2,54.1
川畑愛希,2015-02,岡山シーガルズ,8,17,9,5,25,279,83,10,29.7,26.2,1,0,0,2,86,1,0,31,88,60,0,86,0.0,3.32,0.08,10.2,68.2
平松美有紀,2014-11,トヨタ車体クインシーズ,5,8,10,2,18,108,42,5,38.9,34.3,0,0,0,2,44,1,6,8,2,1,0,45,,2.33,0.11,3.4,50.0
平松美有紀,2014-12,トヨタ車体クインシーズ,5,2,6,0,8,51,20,1,39.2,37.3,1,0,0,4,21,0,1,10,0,0,0,24,0.0,2.5,0.5,10.7,
平松美有紀,2015-01,トヨタ車体クインシーズ,5,12,18,3,28,162,56,11,34.6,27.8,0,0,0,14,66,0,6,19,7,3,0,70,,2.0,0.5,4.9,42.9
平松美有紀,2015-02,トヨタ車体クインシーズ,5,8,18,1,23,121,39,5,32.2,28.1,0,0,0,5,54,0,5,13,3,2,0,44,,1.7,0.22,3.7,66.7
庄司夕起,2014-11,トヨタ車体クインシーズ,13,8,10,2,13,54,19,2,35.2,31.5,0,0,0,3,57,3,3,20,4,2,0,25,,1.46,0.23,12.7,50.0
庄司夕起,2014-12,トヨタ車体クインシーズ,13,2,6,0,6,21,4,0,19.0,19.0,0,0,0,1,16,1,0,3,2,2,0,6,,0.67,0.17,10.9,100.0
庄司夕起,2015-01,トヨタ車体クインシーズ,13,12,18,3,20,72,17,3,23.6,19.4,0,0,0,5,56,0,4,18,5,4,0,22,,0.85,0.25,6.2,80.0
庄司夕起,2015-02,トヨタ車体クインシーズ,13,8,18,1,5,26,9,1,34.6,30.8,0,0,0,2,13,0,0,7,1,1,0,11,,1.8,0.4,13.5,100.0
座安琴希,2014-11,久光製薬スプリングス,10,15,6,5,21,0,0,0,,,0,0,0,0,0,0,0,0,86,61,0,0,,0.0,0.0,,70.9
座安琴希,2014-12,久光製薬スプリングス,10,5,3,1,8,0,0,0,,,0,0,0,0,0,0,0,0,27,19,0,0,,0.0,0.0,,70.4
座安琴希,2015-01,久光製薬スプリングス,10,21,7,7,28,0,0,0,,,0,0,0,0,0,0,0,0,92,68,0,0,,0.0,0.0,,73.9
座安琴希,2015-02,久光製薬スプリングス,10,14,12,4,22,0,0,0,,,0,0,0,0,0,0,0,0,85,67,0,0,,0.0,0.0,,78.8
引地舞,2014-11,日立リヴァーレ,6,3,6,1,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
志智真梨奈,2014-11,トヨタ車体クインシーズ,19,2,6,0,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
志智真梨奈,2014-12,トヨタ車体クインシーズ,19,2,6,0,1,0,0,0,,,0,0,0,0,3,0,0,2,0,0,0,0,,0.0,0.0,16.7,
志智真梨奈,2015-01,トヨタ車体クインシーズ,19,12,18,3,20,15,4,1,26.7,20.0,3,2,0,0,30,0,2,8,8,4,0,4,66.7,0.2,0.0,5.0,50.0
志智真梨奈,2015-02,トヨタ車体クインシーズ,19,8,18,1,11,26,6,0,23.1,23.1,0,0,0,0,14,0,0,3,34,22,0,6,,0.55,0.0,5.4,64.7
戸江真奈,2014-11,久光製薬スプリングス,18,15,6,5,8,0,0,0,,,0,0,0,0,7,0,1,1,6,3,0,0,,0.0,0.0,0.0,50.0
戸江真奈,2014-12,久光製薬スプリングス,18,5,3,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
戸江真奈,2015-01,久光製薬スプリングス,18,21,7,7,9,0,0,0,,,0,0,0,0,12,0,0,4,1,0,0,0,,0.0,0.0,8.3,0.0
戸江真奈,2015-02,久光製薬スプリングス,18,14,12,4,15,0,0,0,,,0,0,0,0,27,0,0,7,10,5,0,0,,0.0,0.0,6.5,50.0
斎田杏,2014-11,日立リヴァーレ,17,8,11,2,1,0,0,0,,,0,0,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,,0.0
斎田杏,2014-12,日立リヴァーレ,17,6,4,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
斎田杏,2015-01,日立リヴァーレ,17,11,19,1,8,0,0,0,,,0,0,0,0,0,0,0,0,47,30,0,0,,0.0,0.0,,63.8
斎田杏,2015-02,日立リヴァーレ,17,7,17,2,2,0,0,0,,,0,0,0,0,0,0,0,0,4,3,0,0,,0.0,0.0,,75.0
新鍋理沙,2014-11,久光製薬スプリングス,3,15,6,5,21,190,66,14,34.7,27.4,18,3,0,5,88,1,12,28,112,78,0,72,16.7,3.14,0.24,5.7,69.6
新鍋理沙,2014-12,久光製薬スプリングス,3,5,3,1,8,69,26,4,37.7,31.9,0,0,0,2,36,2,2,13,49,38,0,30,,3.25,0.25,13.2,77.6
新鍋理沙,2015-01,久光製薬スプリングス,3,21,7,7,28,270,85,13,31.5,26.7,18,7,2,12,108,1,14,27,158,120,0,98,38.9,3.04,0.43,3.9,75.9
新鍋理沙,2015-02,久光製薬スプリングス,3,14,12,4,24,264,69,19,26.1,18.9,8,0,1,4,106,4,13,22,136,104,0,77,0.0,2.88,0.17,5.9,76.5
日隈佑,2014-11,トヨタ車体クインシーズ,7,8,10,2,6,0,0,0,,,0,0,0,0,10,0,0,1,0,0,0,0,,0.0,0.0,2.5,
日隈佑,2014-12,トヨタ車体クインシーズ,7,2,6,0,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
日隈佑,2015-01,トヨタ車体クインシーズ,7,8,13,2,6,1,0,0,0.0,0.0,0,0,0,0,8,0,0,1,0,0,0,0,,0.0,0.0,3.1,
日隈佑,2015-02,トヨタ車体クインシーズ,7,6,12,1,3,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
木村沙織,2014-11,東レアローズ,3,6,14,1,20,205,61,16,29.8,22.0,12,1,2,7,76,3,6,29,160,108,0,71,8.3,3.05,0.35,11.5,67.5
木村沙織,2014-12,東レアローズ,3,3,6,0,9,103,30,5,29.1,24.3,3,0,0,2,30,0,2,9,67,49,0,32,0.0,3.33,0.22,5.8,73.1
木村沙織,2015-01,東レアローズ,3,18,8,5,26,290,102,14,35.2,30.3,20,5,2,16,115,3,11,44,175,129,0,121,25.0,3.92,0.62,9.8,73.7
木村沙織,2015-02,東レアローズ,3,14,13,4,27,281,102,18,36.3,29.9,20,5,2,6,110,4,11,30,180,123,0,112,25.0,3.78,0.22,8.0,68.3
木村美里,2014-11,東レアローズ,8,6,14,1,5,0,0,0,,,0,0,0,0,0,0,0,0,24,17,0,0,,0.0,0.0,,70.8
木村美里,2014-12,東レアローズ,8,3,6,0,9,0,0,0,,,0,0,0,0,0,0,0,0,37,30,0,0,,0.0,0.0,,81.1
木村美里,2015-01,東レアローズ,8,18,8,5,4,0,0,0,,,0,0,0,0,0,0,0,0,7,1,0,0,,0.0,0.0,,14.3
木村美里,2015-02,東レアローズ,8,14,13,4,2,0,0,0,,,0,0,0,0,0,0,0,0,4,2,0,0,,0.0,0.0,,50.0
杉原若葉,2014-11,東レアローズ,16,6,14,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
杉原若葉,2014-12,東レアローズ,16,3,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
杉原若葉,2015-01,東レアローズ,16,15,2,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
杉原若葉,2015-02,東レアローズ,16,14,13,4,4,12,5,0,41.7,41.7,0,0,0,0,5,0,1,1,0,0,0,5,,1.25,0.0,0.0,
村田しおり,2014-11,久光製薬スプリングス,13,15,6,5,2,0,0,0,,,0,0,0,0,1,0,0,0,2,1,0,0,,0.0,0.0,0.0,50.0
村田しおり,2014-12,久光製薬スプリングス,13,5,3,1,5,0,0,0,,,0,0,0,0,8,0,1,2,0,0,0,0,,0.0,0.0,3.1,
村田しおり,2015-01,久光製薬スプリングス,13,21,7,7,12,45,17,2,37.8,33.3,1,0,0,3,40,1,3,18,36,27,0,21,0.0,1.42,0.25,11.9,75.0
村田しおり,2015-02,久光製薬スプリングス,13,14,12,4,6,23,4,1,17.4,13.0,0,0,0,1,16,0,1,5,19,15,0,5,,0.67,0.17,6.2,78.9
東万純,2015-01,岡山シーガルズ,23,9,14,2,14,0,0,0,,,0,0,0,0,0,0,0,0,6,3,0,0,,0.0,0.0,,50.0
東万純,2015-02,岡山シーガルズ,23,13,4,4,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
東原枝里,2014-11,日立リヴァーレ,16,8,11,2,3,8,6,0,75.0,75.0,0,0,0,0,13,1,4,5,0,0,0,7,,2.0,0.0,9.6,
東原枝里,2014-12,日立リヴァーレ,16,6,4,2,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
東原枝里,2015-01,日立リヴァーレ,16,11,19,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
東原枝里,2015-02,日立リヴァーレ,16,3,10,1,1,3,1,0,33.3,33.3,0,0,0,0,1,0,1,0,0,0,0,1,,1.0,0.0,-25.0,
東谷幸子,2014-11,埼玉上尾メディックス,2,8,6,2,3,0,0,0,,,0,0,0,0,2,0,0,1,0,0,0,0,,0.0,0.0,12.5,
東谷幸子,2014-12,埼玉上尾メディックス,2,5,4,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
東谷幸子,2015-01,埼玉上尾メディックス,2,13,8,4,7,4,0,0,0.0,0.0,0,0,0,0,5,0,0,0,1,1,0,0,,0.0,0.0,0.0,100.0
東谷幸子,2015-02,埼玉上尾メディックス,2,16,6,5,4,7,4,0,57.1,57.1,0,0,0,0,4,0,1,2,4,2,0,4,,1.0,0.0,6.2,50.0
松崎美歌,2014-11,NECレッドロケッツ,14,12,8,3,1,2,2,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,2,,2.0,0.0,,
松崎美歌,2014-12,NECレッドロケッツ,14,6,4,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
松崎美歌,2015-01,NECレッドロケッツ,14,14,7,4,3,5,1,1,20.0,0.0,0,0,0,0,0,0,0,0,2,2,0,1,,0.33,0.0,,100.0
松崎美歌,2015-02,NECレッドロケッツ,14,5,6,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
柳田光綺,2014-11,NECレッドロケッツ,19,12,8,3,2,4,0,1,0.0,-25.0,4,0,1,0,2,0,0,1,0,0,0,0,0.0,0.0,0.0,12.5,
柳田光綺,2014-12,NECレッドロケッツ,19,6,4,2,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
柳田光綺,2015-01,NECレッドロケッツ,19,14,10,4,21,103,48,4,46.6,42.7,10,4,2,3,29,1,4,7,13,7,0,52,40.0,2.29,0.14,6.0,53.8
柳田光綺,2015-02,NECレッドロケッツ,19,14,11,4,20,119,41,9,34.5,26.9,13,7,1,4,38,2,4,15,14,7,0,47,53.8,2.05,0.2,12.5,50.0
栄絵里香,2014-11,デンソーエアリービーズ,4,3,15,0,7,0,0,0,,,0,0,0,0,6,0,0,3,0,0,0,0,,0.0,0.0,12.5,
栄絵里香,2014-12,デンソーエアリービーズ,4,4,4,1,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
栄絵里香,2015-01,デンソーエアリービーズ,4,10,17,2,17,0,0,0,,,0,0,0,0,21,0,0,5,1,0,0,0,,0.0,0.0,6.0,0.0
栄絵里香,2015-02,デンソーエアリービーズ,4,13,14,3,17,1,1,0,100.0,100.0,0,0,0,0,21,0,2,4,0,0,0,1,,0.06,0.0,2.4,
栗原恵,2014-11,日立リヴァーレ,11,8,11,2,19,174,48,10,27.6,21.8,27,3,1,3,70,2,6,19,37,25,0,53,11.1,2.53,0.16,7.5,67.6
栗原恵,2014-12,日立リヴァーレ,11,6,4,2,9,64,16,5,25.0,17.2,8,2,1,1,30,1,1,12,14,9,0,18,25.0,1.78,0.11,12.5,64.3
栗原恵,2015-01,日立リヴァーレ,11,11,19,1,22,214,65,14,30.4,23.8,19,3,2,7,67,2,4,22,67,38,0,74,15.8,2.95,0.32,9.7,56.7
栗原恵,2015-02,日立リヴァーレ,11,7,17,2,17,182,56,10,30.8,25.3,22,7,2,7,70,2,3,17,27,14,0,65,31.8,3.29,0.41,7.9,51.9
森田結香,2015-01,岡山シーガルズ,27,6,7,1,3,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
森田結香,2015-02,岡山シーガルズ,27,4,3,1,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
森谷史佳,2014-11,久光製薬スプリングス,14,15,6,5,5,1,1,0,100.0,100.0,0,0,0,0,4,0,0,3,0,0,0,1,,0.2,0.0,18.8,
森谷史佳,2014-12,久光製薬スプリングス,14,5,3,1,2,0,0,0,,,0,0,0,0,2,0,0,2,0,0,0,0,,0.0,0.0,25.0,
