名前,年月,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
宇賀神みずき,2015-10,岡山シーガルズ,5,8,8,2,8,0,0,0,,,0,0,0,0,5,0,0,0,0,0,0,0,,0.0,0.0,0.0,
宇賀神みずき,2015-11,岡山シーガルズ,5,14,15,4,9,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,0,,0.0,0.0,8.3,
宇賀神みずき,2015-12,岡山シーガルズ,5,8,9,1,3,0,0,0,,,0,0,0,0,3,0,1,0,0,0,0,0,,0.0,0.0,-8.3,
宇賀神みずき,2016-01,岡山シーガルズ,5,9,9,2,1,1,1,0,100.0,100.0,0,0,0,0,1,0,0,0,0,0,0,1,,1.0,0.0,0.0,
宮下遥,2015-10,岡山シーガルズ,14,8,8,2,16,1,0,0,0.0,0.0,1,0,0,3,58,1,2,19,0,0,0,4,0.0,0.0,0.19,9.1,
宮下遥,2015-11,岡山シーガルズ,14,14,15,4,29,9,7,0,77.8,77.8,0,0,0,4,109,2,1,45,0,0,0,13,,0.24,0.14,11.9,
宮下遥,2015-12,岡山シーガルズ,14,8,9,1,17,11,7,1,63.6,54.5,0,0,0,2,64,4,3,23,2,0,0,13,,0.41,0.12,14.1,0.0
宮下遥,2016-01,岡山シーガルズ,14,10,12,2,22,15,3,1,20.0,13.3,1,1,0,5,92,4,2,34,1,0,0,12,100.0,0.14,0.23,13.0,0.0
宮本菜月,2015-10,デンソーエアリービーズ,11,4,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮本菜月,2015-11,デンソーエアリービーズ,11,11,16,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮本菜月,2015-12,デンソーエアリービーズ,11,5,8,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
家高七央子,2015-10,NECレッドロケッツ,13,7,10,1,7,10,4,0,40.0,40.0,0,0,0,1,7,1,0,2,0,0,0,6,,0.57,0.14,21.4,
家高七央子,2015-11,NECレッドロケッツ,13,17,11,5,20,33,15,0,45.5,45.5,0,0,0,1,28,1,1,9,2,2,0,17,,0.75,0.05,10.7,100.0
家高七央子,2015-12,NECレッドロケッツ,13,5,12,0,13,5,1,0,20.0,20.0,0,0,0,0,16,2,1,8,0,0,0,3,,0.08,0.0,23.4,
家高七央子,2016-01,NECレッドロケッツ,13,8,14,2,7,16,4,3,25.0,6.2,0,0,0,0,8,0,0,4,1,0,0,4,,0.57,0.0,12.5,0.0
小口樹葉,2015-10,デンソーエアリービーズ,9,4,8,1,10,0,0,0,,,0,0,0,0,0,0,0,0,36,22,0,0,,0.0,0.0,,61.1
小口樹葉,2015-11,デンソーエアリービーズ,9,11,16,3,26,0,0,0,,,0,0,0,0,0,0,0,0,97,56,0,0,,0.0,0.0,,57.7
小口樹葉,2015-12,デンソーエアリービーズ,9,3,8,1,9,0,0,0,,,0,0,0,0,0,0,0,0,32,16,0,0,,0.0,0.0,,50.0
小口樹葉,2016-01,デンソーエアリービーズ,9,8,12,2,20,0,0,0,,,0,0,0,0,0,0,0,0,97,60,0,0,,0.0,0.0,,61.9
小山綾菜,2015-10,NECレッドロケッツ,12,7,10,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小山綾菜,2015-11,NECレッドロケッツ,12,17,11,5,1,8,3,0,37.5,37.5,1,0,0,0,1,0,0,0,3,2,0,3,0.0,3.0,0.0,0.0,66.7
小山綾菜,2015-12,NECレッドロケッツ,12,5,12,0,10,26,9,2,34.6,26.9,1,0,0,0,25,2,1,11,28,5,0,11,0.0,0.9,0.0,18.0,17.9
小山綾菜,2016-01,NECレッドロケッツ,12,8,14,2,2,7,0,0,0.0,0.0,0,0,0,0,2,0,1,0,7,5,0,0,,0.0,0.0,-12.5,71.4
小池杏菜,2015-10,日立リヴァーレ,18,7,7,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小池杏菜,2015-11,日立リヴァーレ,18,17,14,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小池杏菜,2015-12,日立リヴァーレ,18,11,5,3,2,0,0,0,,,0,0,0,0,0,0,0,0,2,1,0,0,,0.0,0.0,,50.0
小池杏菜,2016-01,日立リヴァーレ,18,11,9,3,2,0,0,0,,,0,0,0,0,0,0,0,0,4,1,0,0,,0.0,0.0,,25.0
小田桃香,2015-12,トヨタ車体クインシーズ,10,3,5,1,3,10,1,0,10.0,10.0,0,0,0,0,1,0,0,0,6,1,0,1,,0.33,0.0,0.0,16.7
小田桃香,2016-01,トヨタ車体クインシーズ,10,12,10,4,22,143,44,4,30.8,28.0,0,0,0,3,83,1,2,28,159,72,0,48,,2.0,0.14,9.0,45.3
小笹奈津子,2015-10,埼玉上尾メディックス,17,1,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小笹奈津子,2015-11,埼玉上尾メディックス,17,6,7,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小笹奈津子,2015-12,埼玉上尾メディックス,17,4,6,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小笹奈津子,2016-01,埼玉上尾メディックス,17,7,16,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小野寺友香,2015-10,日立リヴァーレ,2,1,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小野寺友香,2015-11,日立リヴァーレ,2,6,2,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
居村杏奈,2015-10,岡山シーガルズ,12,2,3,0,2,6,3,0,50.0,50.0,0,0,0,0,3,0,0,1,0,0,0,3,,1.5,0.0,8.3,
居村杏奈,2015-11,岡山シーガルズ,12,6,3,2,2,2,0,0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
居村杏奈,2015-12,岡山シーガルズ,12,2,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
居村杏奈,2016-01,岡山シーガルズ,12,3,3,1,2,7,2,1,28.6,14.3,0,0,0,0,2,0,1,0,0,0,0,2,,1.0,0.0,-12.5,
山口かなめ,2015-10,NECレッドロケッツ,4,7,10,1,17,12,9,0,75.0,75.0,0,0,0,7,60,1,2,27,0,0,0,17,,0.53,0.41,12.1,
山口かなめ,2015-11,NECレッドロケッツ,4,17,11,5,28,20,15,1,75.0,70.0,0,0,0,5,100,4,4,39,1,0,0,24,,0.54,0.18,12.8,0.0
山口かなめ,2015-12,NECレッドロケッツ,4,5,12,0,17,9,5,0,55.6,55.6,0,0,0,6,42,1,4,19,0,0,0,12,,0.29,0.35,11.3,
山口かなめ,2016-01,NECレッドロケッツ,4,8,14,2,22,6,3,0,50.0,50.0,0,0,0,5,69,2,7,28,1,0,0,10,,0.14,0.23,10.5,0.0
山口舞,2015-10,岡山シーガルズ,2,8,8,2,12,39,20,1,51.3,48.7,0,0,0,2,16,1,1,4,1,1,0,23,,1.67,0.17,10.9,100.0
山口舞,2015-11,岡山シーガルズ,2,14,15,4,24,95,42,3,44.2,41.1,0,0,0,3,29,0,1,8,1,1,0,45,,1.75,0.12,6.0,100.0
山口舞,2015-12,岡山シーガルズ,2,8,9,1,15,55,17,6,30.9,20.0,0,0,0,0,15,0,1,0,0,0,0,17,,1.13,0.0,-1.7,
山口舞,2016-01,岡山シーガルズ,2,10,12,2,22,114,56,5,49.1,44.7,0,0,0,6,44,1,1,5,4,2,0,63,,2.55,0.27,4.5,50.0
山岸あかね,2015-10,埼玉上尾メディックス,7,6,11,1,17,0,0,0,,,0,0,0,0,0,0,0,0,74,48,0,0,,0.0,0.0,,64.9
山岸あかね,2015-11,埼玉上尾メディックス,7,13,16,2,29,0,0,0,,,0,0,0,0,0,0,0,0,87,57,0,0,,0.0,0.0,,65.5
山岸あかね,2015-12,埼玉上尾メディックス,7,7,8,2,15,0,0,0,,,0,0,0,0,0,0,0,0,46,29,0,0,,0.0,0.0,,63.0
山岸あかね,2016-01,埼玉上尾メディックス,7,7,16,1,23,0,0,0,,,0,0,0,0,0,0,0,0,62,34,0,0,,0.0,0.0,,54.8
山田侑樹,2015-10,トヨタ車体クインシーズ,9,8,9,1,2,0,0,0,,,0,0,0,0,2,0,1,1,0,0,0,0,,0.0,0.0,0.0,
山田侑樹,2015-11,トヨタ車体クインシーズ,9,6,14,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山田真里,2015-10,トヨタ車体クインシーズ,12,8,9,1,13,0,0,0,,,0,0,0,0,0,0,0,0,60,34,0,0,,0.0,0.0,,56.7
山田真里,2015-11,トヨタ車体クインシーズ,12,10,20,1,28,30,8,2,26.7,20.0,2,0,0,3,29,2,1,13,91,50,0,13,0.0,0.29,0.11,17.2,54.9
山田真里,2015-12,トヨタ車体クインシーズ,12,6,10,2,12,27,7,3,25.9,14.8,0,0,0,0,33,0,2,13,73,25,0,7,,0.58,0.0,8.3,34.2
山田真里,2016-01,トヨタ車体クインシーズ,12,12,10,4,5,1,0,0,0.0,0.0,1,0,0,0,3,0,0,2,5,3,0,0,0.0,0.0,0.0,16.7,60.0
山田美花,2015-10,デンソーエアリービーズ,13,7,10,2,11,0,0,0,,,0,0,0,0,0,0,0,0,55,29,0,0,,0.0,0.0,,52.7
山田美花,2015-11,デンソーエアリービーズ,13,11,16,3,6,0,0,0,,,0,0,0,0,0,0,0,0,7,6,0,0,,0.0,0.0,,85.7
山田美花,2015-12,デンソーエアリービーズ,13,5,11,1,10,0,0,0,,,0,0,0,0,0,0,0,0,14,9,0,0,,0.0,0.0,,64.3
山田美花,2016-01,デンソーエアリービーズ,13,8,12,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩坂名奈,2015-10,久光製薬スプリングス,4,9,7,3,16,45,21,3,46.7,40.0,1,0,0,8,73,4,3,27,7,5,0,33,0.0,1.31,0.5,13.7,71.4
岩坂名奈,2015-11,久光製薬スプリングス,4,18,13,4,31,96,40,4,41.7,37.5,0,0,0,22,107,3,6,46,8,5,0,65,,1.29,0.71,12.1,62.5
岩坂名奈,2015-12,久光製薬スプリングス,4,12,3,4,15,44,27,3,61.4,54.5,0,0,0,15,43,2,0,22,3,3,0,44,,1.8,1.0,17.4,100.0
岩坂名奈,2016-01,久光製薬スプリングス,4,14,8,4,22,70,35,1,50.0,48.6,0,0,0,6,82,2,6,32,1,0,0,43,,1.59,0.27,10.4,0.0
岩崎紗也加,2015-10,NECレッドロケッツ,10,7,10,1,14,0,0,0,,,0,0,0,0,0,0,0,0,43,24,0,0,,0.0,0.0,,55.8
岩崎紗也加,2015-11,NECレッドロケッツ,10,17,11,5,18,0,0,0,,,0,0,0,0,0,0,0,0,10,5,0,0,,0.0,0.0,,50.0
岩崎紗也加,2015-12,NECレッドロケッツ,10,5,12,0,13,0,0,0,,,0,0,0,0,2,0,1,0,23,10,0,0,,0.0,0.0,-12.5,43.5
岩崎紗也加,2016-01,NECレッドロケッツ,10,8,14,2,15,0,0,0,,,0,0,0,0,0,0,0,0,30,16,0,0,,0.0,0.0,,53.3
峯村沙紀,2015-10,東レアローズ,6,12,2,4,5,4,0,0,0.0,0.0,0,0,0,0,2,0,0,1,1,1,0,0,,0.0,0.0,12.5,100.0
峯村沙紀,2015-11,東レアローズ,6,16,11,4,13,58,15,6,25.9,15.5,1,0,0,6,45,4,5,15,98,58,0,25,0.0,1.15,0.46,14.4,59.2
峯村沙紀,2015-12,東レアローズ,6,9,5,3,3,2,1,0,50.0,50.0,0,0,0,0,1,0,0,0,2,2,0,1,,0.33,0.0,0.0,100.0
峯村沙紀,2016-01,東レアローズ,6,18,7,6,6,7,2,0,28.6,28.6,0,0,0,1,0,0,0,0,13,7,0,3,,0.33,0.17,,53.8
島村春世,2015-10,NECレッドロケッツ,7,7,10,1,17,120,51,5,42.5,38.3,1,0,1,12,55,3,2,22,10,5,0,66,0.0,3.0,0.71,14.5,50.0
島村春世,2015-11,NECレッドロケッツ,7,17,11,5,28,196,77,5,39.3,36.7,1,1,0,12,93,7,6,29,6,4,0,96,100.0,2.75,0.43,13.7,66.7
島村春世,2015-12,NECレッドロケッツ,7,5,12,0,17,120,43,7,35.8,30.0,5,0,0,8,53,3,8,27,1,0,0,54,0.0,2.53,0.47,14.6,0.0
島村春世,2016-01,NECレッドロケッツ,7,8,14,2,22,141,51,5,36.2,32.6,1,0,0,9,72,5,4,31,6,3,0,65,0.0,2.32,0.41,16.3,50.0
川島亜依美,2015-10,岡山シーガルズ,28,8,8,2,16,51,21,4,41.2,33.3,1,0,0,3,63,4,4,27,1,0,0,28,0.0,1.31,0.19,15.5,0.0
川島亜依美,2015-11,岡山シーガルズ,28,14,15,4,28,99,35,0,35.4,35.4,0,0,0,11,96,3,5,49,2,1,0,49,,1.25,0.39,14.6,50.0
川島亜依美,2015-12,岡山シーガルズ,28,8,9,1,15,42,20,1,47.6,45.2,0,0,0,5,47,2,3,13,2,2,0,27,,1.33,0.33,9.6,100.0
川島亜依美,2016-01,岡山シーガルズ,28,10,12,2,15,17,4,1,23.5,17.6,0,0,0,0,42,1,2,20,1,0,0,5,,0.27,0.0,13.1,0.0
川村小捺,2015-10,日立リヴァーレ,15,3,3,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
川畑夏希,2015-10,岡山シーガルズ,24,0,3,0,3,0,0,0,,,0,0,0,0,0,0,0,0,11,6,0,0,,0.0,0.0,,54.5
川畑夏希,2015-11,岡山シーガルズ,24,7,6,2,8,0,0,0,,,0,0,0,0,0,0,0,0,3,1,0,0,,0.0,0.0,,33.3
川畑夏希,2016-01,岡山シーガルズ,24,6,6,1,7,23,6,0,26.1,26.1,0,0,0,0,11,1,0,2,22,11,0,7,,0.86,0.0,13.6,50.0
川畑愛希,2015-10,岡山シーガルズ,8,8,8,2,11,91,31,5,34.1,28.6,1,0,0,1,23,1,0,8,31,18,0,33,0.0,2.82,0.09,13.0,58.1
川畑愛希,2015-11,岡山シーガルズ,8,14,15,4,26,255,76,10,29.8,25.9,1,1,0,4,75,7,0,22,78,41,0,87,100.0,2.92,0.15,16.7,52.6
川畑愛希,2015-12,岡山シーガルズ,8,8,9,1,15,163,59,6,36.2,32.5,1,0,0,6,34,3,0,15,38,22,0,68,0.0,3.93,0.4,19.9,57.9
川畑愛希,2016-01,岡山シーガルズ,8,10,12,2,22,208,62,1,29.8,29.3,0,0,0,3,68,1,0,22,87,44,0,66,,2.82,0.14,9.6,50.6
平松美有紀,2015-10,トヨタ車体クインシーズ,5,8,9,1,17,55,26,2,47.3,43.6,0,0,0,9,32,0,3,10,7,6,0,35,,1.53,0.53,5.5,85.7
平松美有紀,2015-11,トヨタ車体クインシーズ,5,10,20,1,30,119,54,4,45.4,42.0,0,0,0,17,56,1,5,18,9,8,0,72,,1.8,0.57,7.6,88.9
平松美有紀,2015-12,トヨタ車体クインシーズ,5,6,10,2,16,57,18,6,31.6,21.1,0,0,0,8,30,0,4,8,6,3,0,26,,1.12,0.5,3.3,50.0
平松美有紀,2016-01,トヨタ車体クインシーズ,5,12,10,4,22,127,61,5,48.0,44.1,1,0,0,7,64,1,6,19,8,4,0,69,0.0,2.77,0.32,6.6,50.0
座安琴希,2015-10,久光製薬スプリングス,10,9,7,3,16,0,0,0,,,0,0,0,0,0,0,0,0,48,31,0,0,,0.0,0.0,,64.6
座安琴希,2015-11,久光製薬スプリングス,10,18,13,4,19,0,0,0,,,0,0,0,0,0,0,0,0,54,38,0,0,,0.0,0.0,,70.4
座安琴希,2015-12,久光製薬スプリングス,10,12,3,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
座安琴希,2016-01,久光製薬スプリングス,10,14,8,4,11,0,0,0,,,0,0,0,0,0,0,0,0,43,25,0,0,,0.0,0.0,,58.1
引地舞,2015-11,日立リヴァーレ,6,10,7,3,8,0,0,0,,,0,0,0,0,13,2,1,4,0,0,0,2,,0.0,0.0,21.2,
引地舞,2015-12,日立リヴァーレ,6,11,5,3,11,0,0,0,,,0,0,0,0,17,4,2,7,0,0,0,4,,0.0,0.0,30.9,
引地舞,2016-01,日立リヴァーレ,6,11,9,3,11,0,0,0,,,0,0,0,1,19,0,5,9,0,0,0,1,,0.0,0.09,5.3,
志智真梨奈,2015-10,トヨタ車体クインシーズ,19,8,9,1,7,14,1,3,7.1,-14.3,0,0,0,1,16,1,0,7,25,13,0,3,,0.14,0.14,17.2,52.0
志智真梨奈,2015-11,トヨタ車体クインシーズ,19,10,20,1,10,11,5,1,45.5,36.4,0,0,0,0,11,0,1,3,22,6,0,5,,0.5,0.0,4.5,27.3
志智真梨奈,2015-12,トヨタ車体クインシーズ,19,6,10,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
志智真梨奈,2016-01,トヨタ車体クインシーズ,19,12,10,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
戸江真奈,2015-10,久光製薬スプリングス,18,9,7,3,16,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
戸江真奈,2015-11,久光製薬スプリングス,18,18,13,4,31,0,0,0,,,0,0,0,0,0,0,0,0,41,25,0,0,,0.0,0.0,,61.0
戸江真奈,2015-12,久光製薬スプリングス,18,12,3,4,15,0,0,0,,,0,0,0,0,0,0,0,0,47,29,0,0,,0.0,0.0,,61.7
戸江真奈,2016-01,久光製薬スプリングス,18,14,8,4,22,0,0,0,,,0,0,0,0,0,0,0,0,60,36,0,0,,0.0,0.0,,60.0
斎田杏,2015-10,日立リヴァーレ,17,7,7,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
斎田杏,2015-11,日立リヴァーレ,17,11,12,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
斎田杏,2015-12,日立リヴァーレ,17,11,5,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
斎田杏,2016-01,日立リヴァーレ,17,11,9,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
新鍋理沙,2015-10,久光製薬スプリングス,3,9,7,3,13,109,52,5,47.7,43.1,7,2,1,3,52,3,7,18,41,34,0,58,28.6,4.0,0.23,11.1,82.9
新鍋理沙,2015-11,久光製薬スプリングス,3,18,13,4,31,321,110,12,34.3,30.5,20,4,2,14,140,7,14,60,124,82,0,131,20.0,3.55,0.45,13.2,66.1
新鍋理沙,2015-12,久光製薬スプリングス,3,12,3,4,15,142,54,12,38.0,29.6,4,1,2,7,57,4,8,25,54,39,0,65,25.0,3.6,0.47,14.5,72.2
新鍋理沙,2016-01,久光製薬スプリングス,3,14,8,4,22,183,62,12,33.9,27.3,5,1,0,6,98,6,10,33,78,63,0,74,20.0,2.82,0.27,12.0,80.8
有田沙織,2015-10,埼玉上尾メディックス,6,6,11,1,7,10,3,1,30.0,20.0,0,0,0,0,4,0,0,1,2,2,0,3,,0.43,0.0,6.2,100.0
有田沙織,2015-11,埼玉上尾メディックス,6,8,10,1,7,18,6,0,33.3,33.3,2,0,0,0,8,0,0,3,16,8,0,6,0.0,0.86,0.0,9.4,50.0
有田沙織,2015-12,埼玉上尾メディックス,6,6,5,2,3,3,1,0,33.3,33.3,0,0,0,0,1,0,0,0,3,1,0,1,,0.33,0.0,0.0,33.3
木村沙織,2015-10,東レアローズ,3,12,2,4,14,154,52,9,33.8,27.9,8,2,0,4,66,4,4,25,99,67,0,60,25.0,3.71,0.29,14.0,67.7
木村沙織,2015-11,東レアローズ,3,16,11,4,27,264,97,13,36.7,31.8,12,4,0,7,127,8,8,41,100,73,0,112,33.3,3.59,0.26,12.8,73.0
木村沙織,2015-12,東レアローズ,3,9,5,3,14,127,45,3,35.4,33.1,9,3,1,7,70,4,7,33,43,25,0,56,33.3,3.21,0.5,15.0,58.1
木村沙織,2016-01,東レアローズ,3,18,7,6,25,241,75,13,31.1,25.7,22,6,1,7,128,11,12,48,117,79,0,93,27.3,3.0,0.28,15.6,67.5
木村美里,2015-10,東レアローズ,8,12,2,4,14,0,0,0,,,0,0,0,0,0,0,0,0,99,52,0,0,,0.0,0.0,,52.5
木村美里,2015-11,東レアローズ,8,16,11,4,27,0,0,0,,,0,0,0,0,0,0,0,0,170,93,0,0,,0.0,0.0,,54.7
木村美里,2015-12,東レアローズ,8,9,5,3,14,0,0,0,,,0,0,0,0,0,0,0,0,58,36,0,0,,0.0,0.0,,62.1
木村美里,2016-01,東レアローズ,8,18,7,6,25,0,0,0,,,0,0,0,0,0,0,0,0,117,69,0,0,,0.0,0.0,,59.0
杉原若葉,2015-10,東レアローズ,16,12,2,4,1,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,1.0,,
杉原若葉,2015-11,東レアローズ,16,16,11,4,12,4,1,1,25.0,0.0,3,0,1,0,22,2,3,9,0,0,0,3,0.0,0.08,0.0,15.9,
杉原若葉,2015-12,東レアローズ,16,9,5,3,10,4,1,1,25.0,0.0,1,0,0,0,15,4,2,6,2,0,0,5,0.0,0.1,0.0,33.3,0.0
杉原若葉,2016-01,東レアローズ,16,18,7,6,14,1,0,0,0.0,0.0,1,0,0,0,18,1,5,6,0,0,0,1,0.0,0.0,0.0,6.9,
村永奈央,2015-12,トヨタ車体クインシーズ,13,3,5,1,6,10,2,0,20.0,20.0,0,0,0,1,13,0,1,3,33,14,0,3,,0.33,0.17,3.8,42.4
村永奈央,2016-01,トヨタ車体クインシーズ,13,12,10,4,9,49,15,0,30.6,30.6,3,1,0,4,29,2,0,13,46,23,0,21,33.3,1.67,0.44,18.1,50.0
東原枝里,2015-10,日立リヴァーレ,16,7,7,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
東原枝里,2015-11,日立リヴァーレ,16,17,14,5,2,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
東原枝里,2015-12,日立リヴァーレ,16,11,5,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
東原枝里,2016-01,日立リヴァーレ,16,11,9,3,1,1,0,1,0.0,-100.0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
松崎美歌,2015-10,NECレッドロケッツ,9,4,9,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
松本亜弥華,2015-10,埼玉上尾メディックス,8,6,11,1,16,45,18,3,40.0,33.3,0,0,0,7,46,2,6,14,2,1,0,27,,1.12,0.44,8.7,50.0
松本亜弥華,2015-11,埼玉上尾メディックス,8,13,16,2,22,61,23,4,37.7,31.1,1,0,0,7,47,1,4,12,3,3,0,31,0.0,1.05,0.32,6.4,100.0
松本亜弥華,2015-12,埼玉上尾メディックス,8,7,8,2,8,12,3,0,25.0,25.0,0,0,0,1,11,2,0,5,0,0,0,6,,0.38,0.12,29.5,
松本亜弥華,2016-01,埼玉上尾メディックス,8,7,16,1,16,43,15,3,34.9,27.9,1,0,0,1,40,2,3,19,1,0,0,18,0.0,0.94,0.06,15.0,0.0
林日向子,2015-10,岡山シーガルズ,17,2,3,0,2,5,0,2,0.0,-40.0,0,0,0,1,1,0,0,0,4,1,0,1,,0.0,0.5,0.0,25.0
林日向子,2015-11,岡山シーガルズ,17,4,5,1,1,3,1,0,33.3,33.3,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
林日向子,2015-12,岡山シーガルズ,17,2,3,0,2,4,4,0,100.0,100.0,0,0,0,0,3,0,0,0,5,3,0,4,,2.0,0.0,0.0,60.0
林日向子,2016-01,岡山シーガルズ,17,7,9,1,3,0,0,0,,,0,0,0,0,3,0,0,0,2,0,0,0,,0.0,0.0,0.0,0.0
柳田光綺,2016-01,NECレッドロケッツ,15,8,14,2,21,114,29,9,25.4,17.5,32,4,6,3,50,3,4,23,2,1,0,35,12.5,1.38,0.14,15.5,50.0
栄絵里香,2015-11,久光製薬スプリングス,11,11,6,3,5,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
栄絵里香,2015-12,久光製薬スプリングス,11,12,3,4,10,0,0,0,,,0,0,0,0,9,0,0,1,0,0,0,0,,0.0,0.0,2.8,
栄絵里香,2016-01,久光製薬スプリングス,11,14,8,4,8,0,0,0,,,0,0,0,0,12,0,0,2,0,0,0,0,,0.0,0.0,4.2,
栗原恵,2015-10,日立リヴァーレ,11,3,1,1,2,3,0,2,0.0,-66.7,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
栗原恵,2015-11,日立リヴァーレ,11,17,14,5,7,32,7,2,21.9,15.6,1,0,0,4,10,0,4,2,4,2,0,11,0.0,1.0,0.57,-5.0,50.0
栗原恵,2015-12,日立リヴァーレ,11,11,5,3,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
栗原恵,2016-01,日立リヴァーレ,11,11,9,3,6,42,10,0,23.8,23.8,1,0,0,0,10,0,0,4,10,2,0,10,0.0,1.67,0.0,10.0,20.0
森田夕貴,2015-11,岡山シーガルズ,19,4,5,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
森田夕貴,2015-12,岡山シーガルズ,19,2,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
森田夕貴,2016-01,岡山シーガルズ,19,0,3,0,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
森田麻実子,2015-10,デンソーエアリービーズ,10,7,10,2,17,8,4,0,50.0,50.0,0,0,0,1,41,1,4,14,1,0,0,6,,0.24,0.06,8.5,0.0
森田麻実子,2015-11,デンソーエアリービーズ,10,11,16,3,26,2,1,0,50.0,50.0,0,0,0,1,87,5,5,21,4,0,0,7,,0.04,0.04,10.3,0.0
森田麻実子,2015-12,デンソーエアリービーズ,10,5,11,1,16,6,0,0,0.0,0.0,0,0,0,1,27,1,2,8,0,0,0,2,,0.0,0.06,9.3,
森田麻実子,2016-01,デンソーエアリービーズ,10,8,12,2,16,4,1,0,25.0,25.0,0,0,0,0,44,2,3,11,0,0,0,3,,0.06,0.0,9.1,
森谷史佳,2015-11,久光製薬スプリングス,14,15,12,3,7,0,0,0,,,0,0,0,0,8,0,0,5,0,0,0,0,,0.0,0.0,15.6,
森谷史佳,2015-12,久光製薬スプリングス,14,9,3,3,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
森谷史佳,2016-01,久光製薬スプリングス,14,11,8,3,10,9,3,0,33.3,33.3,0,0,0,1,24,2,1,14,1,0,0,6,,0.3,0.1,21.9,0.0
楢崎慈恵,2015-12,岡山シーガルズ,27,5,3,1,3,0,0,0,,,0,0,0,0,0,0,0,0,3,0,0,0,,0.0,0.0,,0.0
榊原美沙都,2015-11,トヨタ車体クインシーズ,8,4,6,0,8,0,0,0,,,0,0,0,0,0,0,0,0,26,20,0,0,,0.0,0.0,,76.9
橋本涼加,2015-10,デンソーエアリービーズ,14,7,10,2,7,2,2,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,2,,0.29,0.0,,
橋本涼加,2015-11,デンソーエアリービーズ,14,11,16,3,19,8,3,0,37.5,37.5,0,0,0,1,5,1,0,1,0,0,0,5,,0.16,0.05,25.0,
